"EMPLOYEE_ID","FIRST_NAME","LAST_NAME","EMAIL","PHONE_NUMBER","HIRE_DATE","JOB_ID","SALARY","COMMISSION_PCT","MANAGER_ID","DEPARTMENT_ID"
141,"Trenna","Rajs","TRAJS","1.650.555.0141","2013-10-17T00:00:00Z","ST_CLERK",3500,,124,50
142,"Curtis","Davies","CDAVIES","1.650.555.0142","2015-01-29T00:00:00Z","ST_CLERK",3100,,124,50
143,"Randall","Matos","RMATOS","1.650.555.0143","2016-03-15T00:00:00Z","ST_CLERK",2600,,124,50
144,"Peter","Vargas","PVARGAS","1.650.555.0144","2016-07-09T00:00:00Z","ST_CLERK",2500,,124,50
145,"John","Singh","JSINGH","44.1632.960000","2014-10-01T00:00:00Z","SA_MAN",14000,0.4,100,80
146,"Karen","Partners","KPARTNER","44.1632.960001","2015-01-05T00:00:00Z","SA_MAN",13500,0.3,100,80
147,"Alberto","Errazuriz","AERRAZUR","44.1632.960002","2015-03-10T00:00:00Z","SA_MAN",12000,0.3,100,80
148,"Gerald","Cambrault","GCAMBRAU","44.1632.960003","2017-10-15T00:00:00Z","SA_MAN",11000,0.3,100,80
149,"Eleni","Zlotkey","EZLOTKEY","44.1632.960004","2018-01-29T00:00:00Z","SA_MAN",10500,0.2,100,80
150,"Sean","Tucker","STUCKER","44.1632.960005","2015-01-30T00:00:00Z","SA_REP",10000,0.3,145,80
151,"David","Bernstein","DBERNSTE","44.1632.960006","2015-03-24T00:00:00Z","SA_REP",9500,0.25,145,80
152,"Peter","Hall","PHALL","44.1632.960007","2015-08-20T00:00:00Z","SA_REP",9000,0.25,145,80
153,"Christopher","Olsen","COLSEN","44.1632.960008","2016-03-30T00:00:00Z","SA_REP",8000,0.2,145,80
154,"Nanette","Cambrault","NCAMBRAU","44.1632.960009","2016-12-09T00:00:00Z","SA_REP",7500,0.2,145,80
155,"Oliver","Tuvault","OTUVAULT","44.1632.960010","2017-11-23T00:00:00Z","SA_REP",7000,0.15,145,80
156,"Janette","King","JKING","44.1632.960011","2014-01-30T00:00:00Z","SA_REP",10000,0.35,146,80
157,"Patrick","Sully","PSULLY","44.1632.960012","2014-03-04T00:00:00Z","SA_REP",9500,0.35,146,80
158,"Allan","McEwen","AMCEWEN","44.1632.960013","2014-08-01T00:00:00Z","SA_REP",9000,0.35,146,80
159,"Lindsey","Smith","LSMITH","44.1632.960014","2015-03-10T00:00:00Z","SA_REP",8000,0.3,146,80
160,"Louise","Doran","LDORAN","44.1632.960015","2015-12-15T00:00:00Z","SA_REP",7500,0.3,146,80
161,"Sarath","Sewall","SSEWALL","44.1632.960016","2016-11-03T00:00:00Z","SA_REP",7000,0.25,146,80
162,"Clara","Vishney","CVISHNEY","44.1632.960017","2015-11-11T00:00:00Z","SA_REP",10500,0.25,147,80
163,"Danielle","Greene","DGREENE","44.1632.960018","2017-03-19T00:00:00Z","SA_REP",9500,0.15,147,80
164,"Mattea","Marvins","MMARVINS","44.1632.960019","2018-01-24T00:00:00Z","SA_REP",7200,0.1,147,80
165,"David","Lee","DLEE","44.1632.960020","2018-02-23T00:00:00Z","SA_REP",6800,0.1,147,80
166,"Sundar","Ande","SANDE","44.1632.960021","2018-03-24T00:00:00Z","SA_REP",6400,0.1,147,80
167,"Amit","Banda","ABANDA","44.1632.960022","2018-04-21T00:00:00Z","SA_REP",6200,0.1,147,80
168,"Lisa","Ozer","LOZER","44.1632.960023","2015-03-11T00:00:00Z","SA_REP",11500,0.25,148,80
169,"Harrison","Bloom","HBLOOM","44.1632.960024","2016-03-23T00:00:00Z","SA_REP",10000,0.2,148,80
170,"Tayler","Fox","TFOX","44.1632.960025","2016-01-24T00:00:00Z","SA_REP",9600,0.2,148,80
171,"William","Smith","WSMITH","44.1632.960026","2017-02-23T00:00:00Z","SA_REP",7400,0.15,148,80
172,"Elizabeth","Bates","EBATES","44.1632.960027","2017-03-24T00:00:00Z","SA_REP",7300,0.15,148,80
173,"Sundita","Kumar","SKUMAR","44.1632.960028","2018-04-21T00:00:00Z","SA_REP",6100,0.1,148,80
174,"Ellen","Abel","EABEL","44.1632.960029","2014-05-11T00:00:00Z","SA_REP",11000,0.3,149,80
175,"Alyssa","Hutton","AHUTTON","44.1632.960030","2015-03-19T00:00:00Z","SA_REP",8800,0.25,149,80
176,"Jonathon","Taylor","JTAYLOR","44.1632.960031","2016-03-24T00:00:00Z","SA_REP",8600,0.2,149,80
177,"Jack","Livingston","JLIVINGS","44.1632.960032","2016-04-23T00:00:00Z","SA_REP",8400,0.2,149,80
178,"Kimberely","Grant","KGRANT","44.1632.960033","2017-05-24T00:00:00Z","SA_REP",7000,0.15,149,
179,"Charles","Johnson","CJOHNSON","44.1632.960034","2018-01-04T00:00:00Z","SA_REP",6200,0.1,149,80
180,"Winston","Taylor","WTAYLOR","1.650.555.0145","2016-01-24T00:00:00Z","SH_CLERK",3200,,120,50
181,"Jean","Fleaur","JFLEAUR","1.650.555.0146","2016-02-23T00:00:00Z","SH_CLERK",3100,,120,50
182,"Martha","Sullivan","MSULLIVA","1.650.555.0147","2017-06-21T00:00:00Z","SH_CLERK",2500,,120,50
183,"Girard","Geoni","GGEONI","1.650.555.0148","2018-02-03T00:00:00Z","SH_CLERK",2800,,120,50
184,"Nandita","Sarchand","NSARCHAN","1.650.555.0149","2014-01-27T00:00:00Z","SH_CLERK",4200,,121,50
185,"Alexis","Bull","ABULL","1.650.555.0150","2015-02-20T00:00:00Z","SH_CLERK",4100,,121,50
186,"Julia","Dellinger","JDELLING","1.650.555.0151","2016-06-24T00:00:00Z","SH_CLERK",3400,,121,50
187,"Anthony","Cabrio","ACABRIO","1.650.555.0152","2017-02-07T00:00:00Z","SH_CLERK",3000,,121,50
188,"Kelly","Chung","KCHUNG","1.650.555.0153","2015-06-14T00:00:00Z","SH_CLERK",3800,,122,50
189,"Jennifer","Dilly","JDILLY","1.650.555.0154","2015-08-13T00:00:00Z","SH_CLERK",3600,,122,50
190,"Timothy","Venzl","TVENZL","1.650.555.0155","2016-07-11T00:00:00Z","SH_CLERK",2900,,122,50
191,"Randall","Perkins","RPERKINS","1.650.555.0156","2017-12-19T00:00:00Z","SH_CLERK",2500,,122,50
192,"Sarah","Bell","SBELL","1.650.555.0157","2014-02-04T00:00:00Z","SH_CLERK",4000,,123,50
193,"Britney","Everett","BEVERETT","1.650.555.0158","2015-03-03T00:00:00Z","SH_CLERK",3900,,123,50
194,"Samuel","McLeod","SMCLEOD","1.650.555.0159","2016-07-01T00:00:00Z","SH_CLERK",3200,,123,50
195,"Vance","Jones","VJONES","1.650.555.0160","2017-03-17T00:00:00Z","SH_CLERK",2800,,123,50
196,"Alana","Walsh","AWALSH","1.650.555.0161","2016-04-24T00:00:00Z","SH_CLERK",3100,,124,50
197,"Kevin","Feeney","KFEENEY","1.650.555.0162","2016-05-23T00:00:00Z","SH_CLERK",3000,,124,50
198,"Donald","OConnell","DOCONNEL","1.650.555.0163","2017-06-21T00:00:00Z","SH_CLERK",2600,,124,50
199,"Douglas","Grant","DGRANT","1.650.555.0164","2018-01-13T00:00:00Z","SH_CLERK",2600,,124,50
200,"Jennifer","Whalen","JWHALEN","1.515.555.0165","2013-09-17T00:00:00Z","AD_ASST",4400,,101,10
201,"Michael","Martinez","MMARTINE","1.515.555.0166","2014-02-17T00:00:00Z","MK_MAN",13000,,100,20
202,"Pat","Davis","PDAVIS","1.603.555.0167","2015-08-17T00:00:00Z","MK_REP",6000,,201,20
203,"Susan","Jacobs","SJACOBS","1.515.555.0168","2012-06-07T00:00:00Z","HR_REP",6500,,101,40
204,"Hermann","Brown","HBROWN","1.515.555.0169","2012-06-07T00:00:00Z","PR_REP",10000,,101,70
205,"Shelley","Higgins","SHIGGINS","1.515.555.0170","2012-06-07T00:00:00Z","AC_MGR",12008,,101,110
206,"William","Gietz","WGIETZ","1.515.555.0171","2012-06-07T00:00:00Z","AC_ACCOUNT",8300,,205,110
